企业名称	项目名称	中标日期	中标价（万元）	合同价（万元）	竣工验收日期	地上层数	地下层数	工程造价	建筑面积	工程资质	工程等级
广东建雅室内工程设计施工有限公司	南航广州白云机场东一国际两舱及会员休息室室内装修工程	2011-12-20	1329.8	1329.8	2012-01-17			287.82		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	南航广州白云机场东一国际两舱及会员休息室室内装修工程	2011-12-20	1329.8	1329.8	2012-01-17			287.82		建筑幕墙工程	04
广东建雅室内工程设计施工有限公司	南航广州白云机场东一国际两舱及会员休息室室内装修工程	2011-12-20	1329.8	1329.8	2012-01-17			287.82		消防设施工程	04
广东建雅室内工程设计施工有限公司	南航广州白云机场东一国际两舱及会员休息室室内装修工程	2011-12-20	1329.8	1329.8	2012-01-17			287.82		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广东省电力设计研究院科学城办公楼二期装饰装修工程[施工招标]	2011-03-04	3483.3	3483.3	2014-03-03			371.121		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	广东省电力设计研究院科学城办公楼二期装饰装修工程[施工招标]	2011-03-04	3483.3	3483.3	2014-03-03			371.121		机电设备安装工程	04
广州机施建设集团有限公司	广州亚运城市政工程项目[道路（含综合管沟）、桥梁、排水工程]标段二	2008-04-29	14779.1689	14779.1689	2010-08-24			14779.169		市政公用工程施工总承包	04
广州机施建设集团有限公司	广州汽车集团乘用车有限公司总装车间、试制车间建设工程	2008-12-22	11949.8168	11949.8168	2011-01-21	1		11949.8168	60245	房屋建筑工程施工总承包	03
广州市房屋开发建设有限公司	广州市迎亚运－海珠区黄埔历史文化古村保护项目－古建筑修复工程施工专业承包	2010-05-28	1522.528396	1522.528396	2011-09-15			1522.5284		园林古建筑工程	02
广州市第二建筑工程有限公司	科学城南部组团二纵路（南部一横路～黄云路）道路、排水和供水工程	2003-09-01	2268.7007	2268.7007	2006-06-09			2268.701		市政公用工程施工总承包	04
广州市市政集团有限公司	市中心区交通项目办内环路广佛放射线土建工程（一期）A1标	2003-04-25	5260.5831	5260.5831	2010-02-09			5260.583		市政公用工程施工总承包	02
广州市房屋开发建设有限公司	仲恺农业工程学院白云校区学生公寓D、E、F栋工程施工总承包	2011-07-07	7414.749031	7414.749031	2013-02-20	6		7414.749031	28683.731	房屋建筑工程施工总承包	04
广东建雅室内工程设计施工有限公司	广州市公安消防局珠江西、同和公寓房、战勤保障大队改造装修工程施工专业承包	2013-12-10	2091.212888	2091.212888				2091.212888		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	科技中心改造工程施工专业承包	2013-03-19	1072.983126	1072.983126	2014-01-13			186.778786		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	科技中心改造工程施工专业承包	2013-03-19	1072.983126	1072.983126	2014-01-13			186.778786		机电设备安装工程	04
深圳市深装总装饰工程工业有限公司	2013年电信广场移动互联网支撑中心办公场地改造项目施工专业承包	2013-09-30	379.258988	379.258988	2013-12-18			169.985426		建筑装修装饰工程	03
深圳市深装总装饰工程工业有限公司	2013年电信广场移动互联网支撑中心办公场地改造项目施工专业承包	2013-09-30	379.258988	379.258988	2013-12-18			169.985426		机电设备安装工程	04
广州市房屋开发建设有限公司	广东第二师范学院（原广东教育学院）花都校区二期工程（综合艺术楼H-1、学生宿舍B-1、B-3、B-5）施工总承包	2011-02-23	14712.68806	14712.68806	2012-12-10	7	1	8631.66	33599.2	房屋建筑工程施工总承包	02
深圳市深装总装饰工程工业有限公司	石楼镇何澄溪小学综合楼、宿舍楼装修整饰工程	2012-07-03	227.894988	227.894988	2013-07-15			227.894988		建筑装修装饰工程	03
广州市建筑机械施工有限公司	广州市第五中学学生宿舍、餐厅综合楼	2003-06-07	1264.098	1264.098	2005-12-25	6	2		12547	房屋建筑工程施工总承包	04
广州机施建设集团有限公司	国家中医临床研究基地省中医科学研修院教学科研综合大楼施工总承包	2010-05-21	16881.426788	16881.426788	2013-10-25	28	2	16881.426788	50396.8	房屋建筑工程施工总承包	03
深圳市深装总装饰工程工业有限公司	广州中医药大学第三附属医院门诊、住院楼工程项目装修施工专业承包	2013-03-05	7008.898675	7008.898675				1500.114837		机电设备安装工程	02
广州市第三建筑工程有限公司	广州市番禺中心医院（标段一）住院部1#2#3#楼工程	2005-12-15	13538.3999	13538.3999	2008-03-20	15	1		92300	房屋建筑工程施工总承包	03
广州市第三建筑工程有限公司	广州重大装备制造基地（大岗）中船大道景观绿化工程（K0+800.00-K1+840.18）	2011-12-21	390.585616	390.585616	2012-10-18			390.585616		城市园林绿化工程	04
广州市第三建筑工程有限公司	第十九届广州（增城）园林博览会增城园工程	2013-02-05	256.392522	256.392522	2013-06-28					园林古建筑工程	04
广州市第三建筑工程有限公司	第十九届广州（增城）园林博览会增城园工程	2013-02-05	256.392522	256.392522	2013-06-28					城市园林绿化工程	04
广州市建筑机械施工有限公司	广州地铁JY3B（原香港城）项目迎亚运整饰改造工程	2010-03-09	1675.3811	1675.3811	2010-09-30	4		1675.381	4961.1	房屋建筑工程施工总承包	04
广州市住宅建设发展有限公司	研究生楼扩建工程施工总承包[2009-3385重新招标]	2009-10-26	325.0154	325.0154	2011-06-21	5			1836	房屋建筑工程施工总承包	04
广州市住宅建设发展有限公司	镜湖花园四期D1、D2、D3、C4、C5栋、地下室工程	2007-04-27	4463.54	3550	2008-06-20	17	1	4463.54	62064.4	房屋建筑工程施工总承包	03
广东省第四建筑工程公司	东越雅居商住楼工程	2007-09-04	7675.2624	17500	2011-03-22	30	3	17500	58558	房屋建筑工程施工总承包	02
广东建雅室内工程设计施工有限公司	广东省妇幼保健院(另址)新建项目室内装修工程施工专业承包	2010-03-15	5691.018836	5691.018836	2012-11-27			567.678876		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	广东省妇幼保健院(另址)新建项目室内装修工程施工专业承包	2010-03-15	5691.018836	5691.018836	2012-11-27			567.678876		机电设备安装工程	04
广州市第二建筑工程有限公司	住宅楼(自编A1-A3，A4-A5，A6-A7, B1-B6，C1-C3，C4-C6，D1-D2，D3-D4，E1-E3，E4-E6，F1-F2栋)、地下室工程施工总承包	2011-06-13	11800	11800	2013-12-27	15	1	11800	98799	房屋建筑工程施工总承包	03
广州机施建设集团有限公司	派潭镇南出口道路综合整治工程（含建筑功能调整）	2012-10-24	209.8396	209.8396	2013-06-30	5		209.8396	16384	房屋建筑工程施工总承包	04
广州市住宅建设发展有限公司	39层办公楼续建第6至39层，15层办公楼续建第6至15层各1幢	2009-09-21	18116.896232	18116.896232	2012-12-10	39			74460	房屋建筑工程施工总承包	02
广东建雅室内工程设计施工有限公司	广州开发区第一员工大厦改造维修工程	2009-12-15	607.1396					503.263		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	广州开发区第一员工大厦改造维修工程	2009-12-15	607.1396					503.263		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广州白云国际机场扩建工程旅客航站楼东三、西三指廊及相关连接楼装修工程（标段1）	2008-09-08	7388.341256	7388.341256	2009-10-15			7388.341256		建筑装修装饰工程	02
广州市住宅建设发展有限公司	珠江新城D5-4地块商业、住宅楼工程	2005-12-31	10266.8	10266.8	2008-12-29	32	2		88365	房屋建筑工程施工总承包	02
广州市第三建筑工程有限公司	广州亚运建设项目广州大学城中心区体育场改造及广州大学城板球比赛场工程施工总承包[标段1]	2009-04-23	5356.5111	5356.5111	2010-03-31	5				房屋建筑工程施工总承包	04
广东建雅室内工程设计施工有限公司	南航信息中心大楼消防工程施工专业承包	2013-03-25	1094.978988	1094.978988				1094.978988	33135	消防设施工程	03
广东建雅室内工程设计施工有限公司	广东省第二中医院外科大楼（过渡病房）装修改造工程[自命名工程]施工专业承包[标段1]	2010-12-07	1428	1428	2011-08-23			855.573		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	广东省第二中医院外科大楼（过渡病房）装修改造工程[自命名工程]施工专业承包[标段1]	2010-12-07	1428	1428	2011-08-23			855.573		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广东省第二中医院外科大楼（过渡病房）装修改造工程[自命名工程]施工专业承包[标段1]	2010-12-07	1428	1428	2011-08-23			855.573		建筑智能化工程	04
深圳市深装总装饰工程工业有限公司	广州市海珠区石溪中医医院综合大楼装修改造工程施工专业承包	2011-07-18	749.881047	749.881047				116.607695		机电设备安装工程	04
深圳市深装总装饰工程工业有限公司	广州市海珠区石溪中医医院综合大楼装修改造工程施工专业承包	2011-07-18	749.881047	749.881047				116.607695		建筑装修装饰工程	03
广州机施建设集团有限公司	广州白云国际机场亚运交通流程改造工程施工［总承包］	2010-03-18	3003.1794	3003.1794	2010-10-25			3003.179		市政公用工程施工总承包	04
广州机施建设集团有限公司	广州地铁电客车驾驶及运营设备模拟训练基地施工总承包	2009-08-31	1926.2317	1926.2317	2012-03-28	5		1296.2317	8440	房屋建筑工程施工总承包	04
广州市市政集团有限公司	前进路道路升级改造工程施工总承包	2010-06-24	872.265395	872.265395	2011-04-18			872.265395		市政公用工程施工总承包	04
广州市市政集团有限公司	广交会琶洲展馆配套设施项目室外配套工程施工	2008-02-25	25715.0539	25715.0539	2010-07-13			25055.054		市政公用工程施工总承包	02
广州市第三建筑工程有限公司	丰乐北延长线（姬堂—罗南路）工程	2007-06-12	4293.0489	4293.0489	2009-05-15			4280		市政公用工程施工总承包	04
广东建雅室内工程设计施工有限公司	泮溪停车场改造项目地下室装饰工程施工专业承包	2013-11-08	577.422239	577.422239				577.422239		建筑装修装饰工程	03
广州机施建设集团有限公司	中山大学附属第一医院学生公寓工程施工	2005-07-27	1279.357722	1279.357722	2012-05-17	12	1	1279.3577	9267	房屋建筑工程施工总承包	04
广东省第四建筑工程公司	皇冠国际公寓	2007-09-25	2080.5939	2000	2009-08-03	19	1	2000	23420	房屋建筑工程施工总承包	03
广州市房屋开发建设有限公司	广州长江（中国）轻纺城工程（B标段）	2007-06-13	9579.5403	9579.5403	2009-01-20	5	2		148533	房屋建筑工程施工总承包	02
广东省第四建筑工程公司	广州亚运建设项目亚运城亚运广场装饰装修工程									建筑装修装饰工程	05
广州市第三建筑工程有限公司	广园路两侧整治工程（越秀段）施工专业承包	2009-11-20	6818.703	6818.703	2010-11-16			6819		建筑装修装饰工程	02
广州市房屋开发建设有限公司	棠下商贸综合楼工程	2009-03-13	3793.127386	3793.127386	2012-01-13	7	1	3793.127386		房屋建筑工程施工总承包	04
广东建雅室内工程设计施工有限公司	广东温泉宾馆装修改造工程施工专业承包	2009-04-30	1488.8384	1488.8384	2010-04-26			1211.468	6600	机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广东温泉宾馆装修改造工程施工专业承包	2009-04-30	1488.8384	1488.8384	2010-04-26			1211.468	6600	建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	广东温泉宾馆装修改造工程施工专业承包	2009-04-30	1488.8384	1488.8384	2010-04-26			1211.468	6600	消防设施工程	04
广东建雅室内工程设计施工有限公司	广东温泉宾馆装修改造工程施工专业承包	2009-04-30	1488.8384	1488.8384	2010-04-26			1211.468	6600	建筑智能化工程	04
广东建雅室内工程设计施工有限公司	广州燃气集团有限公司天河营业部装修工程施工专业承包	2010-08-13	134.65	134.65	2012-05-04			45.199		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广州燃气集团有限公司天河营业部装修工程施工专业承包	2010-08-13	134.65	134.65	2012-05-04			45.199		建筑装修装饰工程	03
广州市第二建筑工程有限公司	广电科技大厦项目施工	2005-09-21	6051.9843	6051.9843	2007-07-05	15	2	563.7	37427	房屋建筑工程施工总承包	03
广州市第二建筑工程有限公司	广州丰田项目配套生活园区工程3标段	2005-01-25	6325.9641	6325.9641	2005-07-09	15		1050.9	45254.1	房屋建筑工程施工总承包	04
广东省第四建筑工程公司	中国科学院广州生物医药与健康研究院科研园区建设一期（综合楼、化学实验楼、研究生教育综合楼、试验动物中心、危险品库、垃圾站）工程	2008-01-31	10523.84	10523.84	2010-08-20	4	1	11000	33156	房屋建筑工程施工总承包	04
广东省第四建筑工程公司	海珠区赤岗街、琶洲街片区20层以上高层建筑物光亮工程；海珠区新港街、江海街片区20层以上高层建筑物光亮工程；海珠区南洲街、凤阳街片区20层以上高层建筑物光亮工程施工总承包	2010-08-24	3233.952667	1584.736546	2011-02-02			1584.736546		机电设备安装工程	02
广东建雅室内工程设计施工有限公司	广东科学中心三楼展厅装修及其配套工程施工专业承包	2010-03-26	1288.8582	1288.8582	2011-03-22			52.044		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广东科学中心三楼展厅装修及其配套工程施工专业承包	2010-03-26	1288.8582	1288.8582	2011-03-22			52.044		建筑装修装饰工程	02
广州机施建设集团有限公司	广州铁路新客站汽车客运站工程施工总承包	2010-05-27	9433.2459	9433.245901	2013-01-16		2	9433.245901	26582	房屋建筑工程施工总承包	04
广州机施建设集团有限公司	沥滘污水处理系统二期厂区工程土建施工	2009-08-18	18409.934676	18409.934676	2011-08-24			18409.934676		市政公用工程施工总承包	02
广东省第四建筑工程公司	广州市金沙洲新社区工程施工（四标段）	2006-11-22	31898.1503	31898.1503	2008-08-26	18		31898.15	141500	房屋建筑工程施工总承包	03
广东省第四建筑工程公司	广东省建筑科学研究院研发基地综合楼、试验中心		1445.8117	1445.8117	2005-12-27	6		1800	14317	房屋建筑工程施工总承包	04
广东省第四建筑工程公司	广东女子职业技术学院行政办公楼工程	2008-01-16	975.3801	975.3801	2008-11-13	6		975	5012	房屋建筑工程施工总承包	04
广州市第三建筑工程有限公司	徳欣小区、猎德片区等雨污分流改善系统工程（中区）施工总承包	2010-03-08	5798.934602	5798.934602	2011-11-30			5798.934602		市政公用工程施工总承包	03
广州市房屋开发建设有限公司	南洲路保障性住房项目基坑支护及土方开挖施工专业承包	2009-11-19	614.915018	614.915	2012-03-23			614.915		地基与基础工程	03
广东建雅室内工程设计施工有限公司	广州市电视台新址项目室内装修工程施工专业承包	2012-10-24	5622.025818	5622.025818				5622.025818		建筑装修装饰工程	02
广州市市政集团有限公司	市南路扩建（北段）沥青混凝土路面工程	2004-08-24	1523.1031	1523.1031	2010-02-03			1523.103		市政公用工程施工总承包	04
广州市房屋开发建设有限公司	龙锦大厦	2005-07-22	7050	7050	2008-03-11	31	2	11978.785	87487	房屋建筑工程施工总承包	02
广州机施建设集团有限公司	东风日产产能扩建项目朱村新邨工程C标段	2010-06-08	8318.140916	8318.140916	2012-09-20	17	1	8318.140916	48468.97	房屋建筑工程施工总承包	03
广州市第三建筑工程有限公司	2010年亚运会省属场馆网球中心工程施工总承包	2008-07-25	10673.568595	10673.568595	2010-08-20			10673.568595	22858	房屋建筑工程施工总承包	04
广州市第三建筑工程有限公司	广州市天河区火炉山森林公园建设工程（第一期）B标段	2008-11-07	521.1673	521.1673	2010-03-26			521.167		园林古建筑工程	04
广东建雅室内工程设计施工有限公司	广州市天河区国家税务局第二、六、四、七分局办公楼装修工程专业承包	2011-04-20	501.9564	501.9564	2011-11-01			187.786		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	广州市天河区国家税务局第二、六、四、七分局办公楼装修工程专业承包	2011-04-20	501.9564	501.9564	2011-11-01			187.786		建筑智能化工程	04
广东建雅室内工程设计施工有限公司	广州市天河区国家税务局第二、六、四、七分局办公楼装修工程专业承包	2011-04-20	501.9564	501.9564	2011-11-01			187.786		机电设备安装工程	04
广州市第二建筑工程有限公司	暨南大学华文学院学生宿舍楼工程施工总承包	2009-08-21	5872.637205	5872.637205	2011-11-28	14	2	5872.637205	30148	房屋建筑工程施工总承包	04
广州机施建设集团有限公司	广东工贸职业技术学院白云校区工程A标施工总承包[标段2]	2011-01-18	12778.8888	12778.8888	2014-01-10	7	1	12778.8888	42928.9	房屋建筑工程施工总承包	04
广东建雅室内工程设计施工有限公司	永和街业务用房及市政配套工程--装修工程	2010-07-23	588.16					328.4		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	永和街业务用房及市政配套工程--装修工程	2010-07-23	588.16					328.4		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广州市天河区建设和水务局一至五层装修工程施工专业承包	2013-07-31	450.59708	450.59708				137.597966		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	广州市天河区建设和水务局一至五层装修工程施工专业承包	2013-07-31	450.59708	450.59708				137.597966		机电设备安装工程	04
广州市市政集团有限公司	广州南沙自来水厂净水厂一期土建工程（B标段）	2006-03-13	3843.243502	3843.243502	2011-03-29			3843.243502		市政公用工程施工总承包	02
广州市住宅建设发展有限公司	城镇污水处理厂配套管网及泵站工程：金狮大道污水管道、流溪河上游截污工程施工总承包	2010-01-29	3132.405761	3132.405761	2010-07-28			3132.405761		市政公用工程施工总承包	04
广东省第四建筑工程公司	昌岗社区（三期）环境综合整治工程一标施工总承包	2010-01-20	1362.622151	1362.622151	2010-11-25			1362.622151		市政公用工程施工总承包	04
广州协安建设工程有限公司	广州南沙区体育馆室内装饰装修工程									建筑装修装饰工程	05
广州机施建设集团有限公司	增城市中心城区二环东路、二环中路工程	2009-10-15	9277.787135	9277.787135	2013-01-31			9277.787135		市政公用工程施工总承包	04
广州市市政集团有限公司	大观路与车陂路系统改造工程（大观路市政化改造一期沥青工程）	2008-09-03	3457.3006	3457.3006	2009-01-14			3457.301		市政公用工程施工总承包	04
广东省第四建筑工程公司	广州从化温泉土地储备开发项目安置区三期工程	2008-12-15	8612.83	8612.83	2009-12-10	7	1	8612	48612	房屋建筑工程施工总承包	04
广东省第四建筑工程公司	粤财大厦7、21至24、26至39层室内装饰工程									建筑装修装饰工程	05
广州市第三建筑工程有限公司	广州市皮肤病防治所业务楼工程	2006-01-24	3186.953296	3186.953296	2012-04-10	12		3186.9	4679	房屋建筑工程施工总承包	04
广州市房屋开发建设有限公司	白天鹅房地产开发公司 广州白天鹅花园D栋住宅楼施工	2003-12-31	1279.11	1279.11	2005-05-26	9		1279.11	11688	房屋建筑工程施工总承包	04
广州市第二建筑工程有限公司	广州江南新苑房产公司商业住宅楼工程施工	2004-03-25	6478.35	7200	2008-01-30	18	1	7200	69580	房屋建筑工程施工总承包	03
广州机施建设集团有限公司	新光快速路第6标	2003-12-17	6227.06	6227.06	2009-02-20					市政公用工程施工总承包	02
广州市市政集团有限公司	市政园林局城市快捷路系统-广园中路扩宽（广园西路~禺东西立交）沥青摊铺工程施工	2005-08-18	2098.9725	2098.9725	2006-09-20					市政公用工程施工总承包	03
广州市市政集团有限公司	广州南沙东部快速干线(市政段)工程DX-1	2004-06-22	9662.9383	9662.9383	2006-05-25			9662.938		市政公用工程施工总承包	03
广东省第四建筑工程公司	越秀山一号所洞口房加固维修项目及附属配套工程	2011-07-27	1772	1772	2012-03-16			1772		建筑装修装饰工程	02
广州市第三建筑工程有限公司	花都区亚运新体育馆主体工程施工总承包	2009-08-14	14938.4088	14938.4088	2010-10-30	4			31416	房屋建筑工程施工总承包	02
广州市第三建筑工程有限公司	番禺南村镇七星岗公园康体中心场地和水上活动区绿化工程	2007-12-18	110.2416	110.2416	2008-02-24					城市园林绿化工程	04
广州市第三建筑工程有限公司	广东商学院校本部第29栋学生宿舍工程施工总承包	2011-05-12	5050.055662	5050.055662	2012-05-18			5050.05	23444	房屋建筑工程施工总承包	04
广东建雅室内工程设计施工有限公司	南方日报新闻中心室内装修及智能化工程施工专业承包	2009-05-25	14229.5648	8107.198	2010-11-05			7200.385		机电设备安装工程	03
广东建雅室内工程设计施工有限公司	南方日报新闻中心室内装修及智能化工程施工专业承包	2009-05-25	14229.5648	8107.198	2010-11-05			7200.385		建筑装修装饰工程	02
广州机施建设集团有限公司	永龙隧道及道路市政配套工程（永和大道至隧道南出入口段）施工	2009-06-15	16026.33869	16026.33869	2011-09-29			16026.33869		市政公用工程施工总承包	02
广州市市政集团有限公司	长堤大马路大修改造工程	2007-11-02	548.277	548.277	2008-10-15					市政公用工程施工总承包	04
广东省第四建筑工程公司	广东省民主党派大楼项目前期工程施工总承包	2012-06-21	1258.334709	1258.334709	2012-12-27			1258.334709		地基与基础工程	02
广州市第三建筑工程有限公司	天鹿湖森林公园重点景观区域改造工程施工专业承包	2010-09-27	413.980031	413.980031	2011-11-11			413.980031		城市园林绿化工程	04
广州市房屋开发建设有限公司	广州亚运城医院（广州医学院第四附属医院）、广州亚运城运动员村国际区工程施工总承包【标段2】	2009-01-23	21420.5485	21420.5485	2010-09-25	4	1	21420.549	33550	房屋建筑工程施工总承包	02
广东建雅室内工程设计施工有限公司	广东省增城市国家税务局综合业务办公用房和第一、二分局及第四分局车购办综合业务办公用房修缮工程施工专业承包	2012-12-26	1211.327821	1211.327821				1211.327821		建筑装修装饰工程	02
广州协安建设工程有限公司	广州市市容环境卫生局广州市兴丰生活垃圾卫生填埋场第四填埋区构建及防渗系统工程施工	2005-07-27	6777.9461	6777.9461	2007-06-15			6777.946	180000	市政公用工程施工总承包	03
广州市第二建筑工程有限公司	维多利广场塔楼工程	2004-06-29	11552.6205	11552.6205	2007-09-19	52		7554.481	88446	房屋建筑工程施工总承包	02
广州市第三建筑工程有限公司	广州市第十二人民医院天河住院楼装修改造工程施工专业承包	2011-04-20	1169.66495	1169.66495	2012-10-17			746.879		建筑装修装饰工程	03
广州市第三建筑工程有限公司	广州市第十二人民医院天河住院楼装修改造工程施工专业承包	2011-04-20	1169.66495	1169.66495	2012-10-17			746.879		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	省府大院6号楼改造工程	2007-07-23	761.23	761.238	2009-04-08			172.797		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	省府大院6号楼改造工程	2007-07-23	761.23	761.238	2009-04-08			172.797		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	中南空管局通信综合楼维修改造工程	2008-05-21	1145.04	1145.04	2009-05-25			944.48	9800	机电设备安装工程	04
广东建雅室内工程设计施工有限公司	中南空管局通信综合楼维修改造工程	2008-05-21	1145.04	1145.04	2009-05-25			944.48	9800	建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	中南空管局通信综合楼维修改造工程	2008-05-21	1145.04	1145.04	2009-05-25			944.48	9800	消防设施工程	04
广州协安建设工程有限公司	广州南沙黄阁镇农民安置区（三期）A地块第I区工程施工总承包	2009-11-24	13241.608396	13241.608396	2012-05-31	3		13241.61	54098.76	房屋建筑工程施工总承包	04
深圳市深装总装饰工程工业有限公司	增城市中心医院一期装修工程施工专业承包	2013-08-23	3285.576688	3285.576688				3285.576688		建筑装修装饰工程	02
广东省第四建筑工程公司	六运小区周边道路升级改造工程施工总承包	2010-07-07	1538.510524	1538.510524	2011-07-25			1538.510524		市政公用工程施工总承包	04
广州市第三建筑工程有限公司	广州市从化温泉土地储备开发项目安置区8#道路及安置区排水工程	2006-12-11	1943.5301	1943.5301	2007-12-28			1943.53		市政公用工程施工总承包	04
广州协安建设工程有限公司	广州科学城科技企业加速器首期工程一标段	2008-09-09	12500.7674	12500.7674	2009-06-30				63275	房屋建筑工程施工总承包	03
广州协安建设工程有限公司	广州港南沙港区粮食及通用码头工程立筒仓及配套工程	2010-03-25	13677.015631	13677.015631	2012-04-06		3	13677.015631	21098.14	房屋建筑工程施工总承包	04
深圳市深装总装饰工程工业有限公司	天府路小学整体改造工程施工专业承包	2011-07-18	481.0888	481.0888	2011-09-28			481.089		建筑装修装饰工程	03
广州市第三建筑工程有限公司	广日股份科学城基建项目-日滨科技联合厂房工程施工总承包	2010-01-27	4076.261054	4076.261054	2011-07-07				20523	房屋建筑工程施工总承包	04
广东省第四建筑工程公司	广州市城市拆迁安置新社区住宅大塘小区组团四	2006-12-25	1626.8354	1626.8354	2008-12-31	6		1626.84	14790	房屋建筑工程施工总承包	04
广东建雅室内工程设计施工有限公司	广东粤剧院艺术中心演艺大楼室内装修工程施工专业承包	2011-08-09	776.3102	776.3102				776.31		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	广东广播中心续建室内公共部分装修工程	2008-08-13	398.08	398.088	2009-06-30			38.458	1500	建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	广东广播中心续建室内公共部分装修工程	2008-08-13	398.08	398.088	2009-06-30			38.458	1500	消防设施工程	04
广东建雅室内工程设计施工有限公司	广东广播中心续建室内公共部分装修工程	2008-08-13	398.08	398.088	2009-06-30			38.458	1500	机电设备安装工程	04
广州市市政集团有限公司	鸦岗大道拓宽(华南快速三期-广和大桥)工程施工总承包	2010-03-05	7886.95247	7886.95247	2012-01-10			7886.95247		市政公用工程施工总承包	04
广州市住宅建设发展有限公司	火葬场整体改造骨灰楼A栋工程施工总承包	2009-07-22	8757.223268	8757.223268	2011-12-29	5	2	8757.223268	21561	房屋建筑工程施工总承包	04
广州市房屋开发建设有限公司	广州地铁华贵路小区土建工程	2007-12-19	17445.7234	17445.7234	2011-06-27	32	2	17445.723		房屋建筑工程施工总承包	02
广州协安建设工程有限公司	广州医学院第二附属医院新门诊综合楼工程	2009-01-12	15579.817213	15579.817213	2013-12-10	15	2	15579.82	44962	房屋建筑工程施工总承包	04
广州机施建设集团有限公司	广州亚运体育文化中心工程施工总承包	2007-09-12	6380.1218	6380.1218	2009-03-23			6380.122	18397	房屋建筑工程施工总承包	04
广州市住宅建设发展有限公司	广州市白云区财政局文化广场工程	2004-12-22	1584.96	1584.96	2006-03-21	6		1584.96	9970	房屋建筑工程施工总承包	04
广州市房屋开发建设有限公司	留耕堂本体修缮、前明堂广场及风水池周边改造工程	2009-09-28	520.963497	520.963497	2011-12-28			520.963497		园林古建筑工程	02
深圳市深装总装饰工程工业有限公司	广州医学院羊城医院口腔医院改造四期工程施工专业承包	2012-07-05	3244.176588	3244.176588	2013-09-13			3244.176588		建筑装修装饰工程	02
广东省第四建筑工程公司	江南大道南（江泰路~工业大道）照明工程、广园中路扩宽（广园西路~禺东西立交）—大金钟立交照明工程	2007-09-04	642.61946	642.61946	2010-07-12			642.61946		机电设备安装工程	04
广州市第三建筑工程有限公司	广东机电职业技术学院钟落潭新校区图文信息中心及图书馆装修工程	2009-10-14	15121.982162	8009.605094						建筑装修装饰工程	04
广州机施建设集团有限公司	广东省农业管理干部学院石井校区实训、综合楼工程	2007-03-09	3801.420888	3801.420888	2011-07-08	18		2500		房屋建筑工程施工总承包	03
广州市住宅建设发展有限公司	花东镇花都大道中、花狮大道污水管道工程施工总承包	2009-10-30	1462.0163	1462.0163	2010-10-29			1462.016		市政公用工程施工总承包	03
广东省第四建筑工程公司	广东省残疾人康复中心办公楼外立面改造工程（三次招标）	2008-09-04	114.7857	114.7857	2009-09-01			114.786		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	凯云楼二次装修工程	2008-03-04	4643.71	4643.71	2009-05-31			4643.71		建筑装修装饰工程	02
广州机施建设集团有限公司	广州市荔湾区会议中心及配套停车场建设	2009-11-03	9465.3698	9465.3698	2011-07-28		2	9465.37	17569.89	房屋建筑工程施工总承包	03
广州市市政集团有限公司	南田路、江湾路道路升级改造工程施工总承包	2010-06-24	2661.590333	2661.590333	2011-04-18			2661.590333		市政公用工程施工总承包	04
广州市市政集团有限公司	广州市天河区迎亚运环境综合整治工程--车陂路、天河体育中心周边道路（体育东路、体育西路）、广州体育学院周边道路（林和西横路）升级改造工程施工总承包	2010-05-19	4726.366836	4726.366836	2011-10-25			4726.366836		市政公用工程施工总承包	04
广州市市政集团有限公司	迎亚运市政道路大中修工程（荔湾区部分）——龙溪大道道路升级改造工程施工总承包	2010-05-17	7898.801966	7898.801966	2012-01-13			8000		市政公用工程施工总承包	02
广州市住宅建设发展有限公司	广州市广园中学综合楼工程	2004-05-10	944.23	944.23	2006-09-19	8		944.23	8232	房屋建筑工程施工总承包	04
广州市第三建筑工程有限公司	扩大内需中央投资南沙沿海防护工程整改项目施工专业承包	2010-11-05	592.8926	592.8926	2011-07-22			592.893		城市园林绿化工程	03
